latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-22.53089,35.42605,349.44,0.33,0.55,2026-02-23,1200,SNPP,SNPP,n,2,296.14,5.8,D,0
-20.38475,32.94943,333.11,0.51,0.49,2026-02-23,1201,SNPP,SNPP,n,2,295.77,1.39,D,0
-19.80526,34.92582,332.13,0.35,0.56,2026-02-23,1201,SNPP,SNPP,n,2,300.23,2.16,D,0
-20.19422,32.98359,332.41,0.52,0.5,2026-02-23,1201,SNPP,SNPP,n,2,295.15,3.14,D,0
-19.68603,34.87505,331.95,0.35,0.56,2026-02-23,1201,SNPP,SNPP,n,2,300.01,1.54,D,0
-20.06079,32.96592,347.01,0.52,0.5,2026-02-23,1201,SNPP,SNPP,n,2,297.98,9.48,D,0
-18.55792,34.53628,337.14,0.35,0.56,2026-02-23,1201,SNPP,SNPP,n,2,298.81,2.2,D,0
-18.55,34.5484,334.92,0.35,0.57,2026-02-23,1201,SNPP,SNPP,n,2,299.51,2.09,D,0
-18.47046,34.58992,352.22,0.35,0.57,2026-02-23,1201,SNPP,SNPP,n,2,303.18,5.18,D,0
-17.90801,35.52738,332.8,0.41,0.61,2026-02-23,1201,SNPP,SNPP,n,2,290.34,2.62,D,0
-17.50018,35.89537,342.84,0.44,0.63,2026-02-23,1202,SNPP,SNPP,n,2,295.19,3.99,D,0
-17.58487,35.41098,335.34,0.41,0.61,2026-02-23,1202,SNPP,SNPP,n,2,295.48,3.53,D,0
-17.48912,35.69403,333.66,0.43,0.62,2026-02-23,1202,SNPP,SNPP,n,2,294.53,3.22,D,0
-17.43145,35.68039,334.25,0.43,0.62,2026-02-23,1202,SNPP,SNPP,n,2,295.98,4.86,D,0
-17.35289,35.85145,331.07,0.44,0.63,2026-02-23,1202,SNPP,SNPP,n,2,295.34,3.88,D,0
-17.34033,35.46101,339.06,0.42,0.61,2026-02-23,1202,SNPP,SNPP,n,2,297.31,2.88,D,0
-15.65603,37.65147,301.36,0.39,0.44,2026-02-23,2311,SNPP,SNPP,n,2,290.6,0.24,N,0
-15.88742,33.02477,304.91,0.39,0.36,2026-02-23,2311,SNPP,SNPP,n,2,291.88,0.47,N,2
-25.90043,32.43402,312.16,0.43,0.38,2026-02-23,2314,SNPP,SNPP,n,2,289.77,1.07,N,2
-25.80321,31.9746,347.27,0.38,0.36,2026-02-24,1141,SNPP,SNPP,n,2,302.53,6.59,D,0
-25.47192,32.87678,331.06,0.39,0.36,2026-02-24,1141,SNPP,SNPP,l,2,302.11,2.05,D,0
-25.3805,32.77026,336.02,0.39,0.36,2026-02-24,1141,SNPP,SNPP,l,2,307.61,2.24,D,0
-25.30094,33.1973,336.41,0.4,0.37,2026-02-24,1141,SNPP,SNPP,n,2,302.31,3.01,D,0
-25.33467,32.9471,331.99,0.39,0.37,2026-02-24,1141,SNPP,SNPP,n,2,298.92,3.53,D,0
-25.13703,33.4291,331.38,0.41,0.37,2026-02-24,1141,SNPP,SNPP,n,2,292.19,2.55,D,0
-25.21333,32.81425,332.11,0.39,0.36,2026-02-24,1141,SNPP,SNPP,l,2,304.23,1.68,D,0
-25.17989,32.58374,337.17,0.39,0.36,2026-02-24,1141,SNPP,SNPP,n,2,304.58,2.84,D,0
-25.07868,33.16662,331.07,0.4,0.37,2026-02-24,1141,SNPP,SNPP,n,2,300.13,1.64,D,0
-24.76587,34.66474,333.13,0.45,0.39,2026-02-24,1141,SNPP,SNPP,n,2,302.22,2.16,D,0
-25.00789,33.00174,333.58,0.4,0.37,2026-02-24,1141,SNPP,SNPP,l,2,303.67,1.62,D,0
-24.04691,34.70376,336.01,0.46,0.39,2026-02-24,1141,SNPP,SNPP,l,2,307.22,6.35,D,0
-24.08771,34.34487,350.5,0.44,0.39,2026-02-24,1141,SNPP,SNPP,n,2,306.45,11.31,D,0
-24.15115,33.93702,332.63,0.43,0.38,2026-02-24,1141,SNPP,SNPP,n,2,288.3,3.22,D,0
-24.15187,33.93281,331.76,0.43,0.38,2026-02-24,1141,SNPP,SNPP,n,2,288.05,2.91,D,0
-23.93682,35.01002,336.55,0.47,0.4,2026-02-24,1141,SNPP,SNPP,n,2,303.31,8.37,D,0
-23.27215,35.45333,333,0.51,0.41,2026-02-24,1141,SNPP,SNPP,l,2,303.64,1.89,D,0
-23.22134,35.47343,335.79,0.51,0.41,2026-02-24,1141,SNPP,SNPP,n,2,303.91,3.56,D,0
-22.99996,35.51561,338.44,0.52,0.41,2026-02-24,1141,SNPP,SNPP,n,2,304.87,6.43,D,0
-22.99615,35.51484,335.56,0.52,0.41,2026-02-24,1141,SNPP,SNPP,n,2,300.94,4.2,D,0
-22.79155,35.40266,335.07,0.51,0.41,2026-02-24,1141,SNPP,SNPP,n,2,302.04,5.6,D,0
-22.78951,35.40018,336.49,0.51,0.41,2026-02-24,1141,SNPP,SNPP,n,2,302.16,5.42,D,0
-22.83289,33.13138,335.18,0.41,0.37,2026-02-24,1142,SNPP,SNPP,l,2,307.78,1.91,D,0
-22.36219,35.50119,338.55,0.53,0.42,2026-02-24,1142,SNPP,SNPP,n,2,298.73,4.17,D,0
-22.35835,35.50039,331.75,0.53,0.42,2026-02-24,1142,SNPP,SNPP,n,2,298.49,4.17,D,0
-22.16651,35.29723,348.2,0.52,0.41,2026-02-24,1142,SNPP,SNPP,n,2,302.05,7.83,D,0
-21.64255,35.21123,340.85,0.52,0.42,2026-02-24,1142,SNPP,SNPP,n,2,303.16,3.44,D,0
-21.6378,35.2155,331.79,0.52,0.42,2026-02-24,1142,SNPP,SNPP,l,2,304.71,3.98,D,0
-21.63873,35.21045,334.11,0.52,0.42,2026-02-24,1142,SNPP,SNPP,n,2,303.41,2.73,D,0
-20.58437,32.83239,331.82,0.42,0.38,2026-02-24,1142,SNPP,SNPP,n,2,300.58,1.28,D,0
-20.17534,32.94584,333.69,0.43,0.38,2026-02-24,1142,SNPP,SNPP,n,2,300.42,3.03,D,0
-20.17492,32.94643,335.41,0.43,0.38,2026-02-24,1142,SNPP,SNPP,n,2,300.48,3.52,D,0
-20.05102,33.12181,336.82,0.44,0.38,2026-02-24,1142,SNPP,SNPP,n,2,299.67,3.6,D,0
-19.61468,35.03405,350.02,0.55,0.42,2026-02-24,1142,SNPP,SNPP,n,2,303.43,10.82,D,0
-19.61564,35.02883,335.84,0.55,0.42,2026-02-24,1142,SNPP,SNPP,n,2,302.91,4.35,D,0
-19.68813,34.26271,338.06,0.5,0.41,2026-02-24,1142,SNPP,SNPP,n,2,305.22,5.78,D,0
-19.52627,35.12263,337.97,0.55,0.43,2026-02-24,1142,SNPP,SNPP,n,2,301.43,4.84,D,0
-19.52233,35.12185,333.6,0.55,0.43,2026-02-24,1142,SNPP,SNPP,n,2,301.94,3.09,D,0
-19.49684,35.17186,333.55,0.56,0.43,2026-02-24,1142,SNPP,SNPP,n,2,301.13,4.82,D,0
-19.63888,34.38698,336.55,0.5,0.41,2026-02-24,1142,SNPP,SNPP,n,2,303.63,34.86,D,0
-19.63975,34.38214,310.12,0.5,0.41,2026-02-24,1142,SNPP,SNPP,l,2,314.14,71.01,D,0
-19.42523,34.92643,340.75,0.54,0.42,2026-02-24,1142,SNPP,SNPP,n,2,305.7,5.86,D,0
-19.42133,34.92566,338.19,0.54,0.42,2026-02-24,1142,SNPP,SNPP,n,2,304.65,5.86,D,0
-19.64333,33.377,342.07,0.45,0.39,2026-02-24,1142,SNPP,SNPP,n,2,300.85,5.56,D,0
-19.62538,33.39538,332.42,0.45,0.39,2026-02-24,1142,SNPP,SNPP,n,2,301.07,7.27,D,0
-19.5887,33.39307,334.47,0.45,0.39,2026-02-24,1142,SNPP,SNPP,n,2,301.05,2.82,D,0
-19.29091,35.02129,337.62,0.55,0.43,2026-02-24,1142,SNPP,SNPP,n,2,306.49,4.37,D,0
-19.35624,34.23356,335.7,0.5,0.41,2026-02-24,1142,SNPP,SNPP,n,2,304.92,3.3,D,0
-19.11909,35.47718,338.77,0.39,0.44,2026-02-24,1142,SNPP,SNPP,n,2,301.02,3.65,D,0
-19.48175,33.44981,334.68,0.46,0.39,2026-02-24,1142,SNPP,SNPP,n,2,302.74,3.19,D,0
-19.04483,35.61092,345.2,0.4,0.44,2026-02-24,1142,SNPP,SNPP,n,2,297.83,4.86,D,0
-19.37582,33.65121,338.88,0.47,0.4,2026-02-24,1142,SNPP,SNPP,n,2,302.85,6.84,D,0
-19.12402,34.45266,333.74,0.52,0.41,2026-02-24,1142,SNPP,SNPP,l,2,304.33,7.15,D,0
-19.22929,33.76345,338.18,0.48,0.4,2026-02-24,1142,SNPP,SNPP,n,2,303.1,9.25,D,0
-18.80965,35.68763,333.02,0.41,0.45,2026-02-24,1142,SNPP,SNPP,n,2,301.38,2.15,D,0
-18.66938,36.09171,337.04,0.43,0.46,2026-02-24,1142,SNPP,SNPP,n,2,300.35,2.76,D,0
-18.62653,35.52555,330.45,0.4,0.44,2026-02-24,1143,SNPP,SNPP,l,2,300.96,4.16,D,0
-18.41405,35.9759,335.8,0.43,0.46,2026-02-24,1143,SNPP,SNPP,n,2,304.49,4.07,D,0
-18.57253,33.79781,334.15,0.49,0.4,2026-02-24,1143,SNPP,SNPP,n,2,303.24,4.97,D,0
-18.5425,33.81594,334.34,0.49,0.4,2026-02-24,1143,SNPP,SNPP,n,2,304.37,4.1,D,0
-18.54333,33.81128,333.22,0.49,0.4,2026-02-24,1143,SNPP,SNPP,n,2,302.48,4.1,D,0
-18.45355,34.0122,330.15,0.5,0.41,2026-02-24,1143,SNPP,SNPP,n,2,302.55,1.36,D,0
-18.63408,32.91236,331.35,0.44,0.39,2026-02-24,1143,SNPP,SNPP,n,2,296.12,2.63,D,0
-18.43932,34.0047,337.81,0.5,0.41,2026-02-24,1143,SNPP,SNPP,n,2,300.91,3.11,D,0
-18.19685,34.35413,331.54,0.53,0.42,2026-02-24,1143,SNPP,SNPP,l,2,305.59,5.76,D,0
-17.911,35.55182,333.93,0.42,0.45,2026-02-24,1143,SNPP,SNPP,l,2,306.55,3.36,D,0
-18.27865,33.13681,335.01,0.46,0.39,2026-02-24,1143,SNPP,SNPP,n,2,302.06,2.8,D,0
-17.83991,35.53684,345.27,0.42,0.45,2026-02-24,1143,SNPP,SNPP,n,2,306.58,4.66,D,0
-17.49049,35.89533,330.87,0.44,0.46,2026-02-24,1143,SNPP,SNPP,n,2,299.03,2.54,D,0
-17.42041,35.9734,345.65,0.45,0.47,2026-02-24,1143,SNPP,SNPP,n,2,301.83,5.59,D,0
-17.46809,35.69319,334.01,0.43,0.46,2026-02-24,1143,SNPP,SNPP,n,2,301.48,1.74,D,0
-17.48236,35.5457,341.76,0.42,0.45,2026-02-24,1143,SNPP,SNPP,n,2,305.5,5.56,D,0
-17.87628,33.32345,333.66,0.47,0.4,2026-02-24,1143,SNPP,SNPP,n,2,306.54,3.28,D,0
-17.36964,35.95873,330.82,0.45,0.47,2026-02-24,1143,SNPP,SNPP,n,2,299.78,2.39,D,0
-17.36831,35.95959,334.42,0.45,0.47,2026-02-24,1143,SNPP,SNPP,n,2,300.35,2.56,D,0
-17.38856,35.49105,331.84,0.42,0.45,2026-02-24,1143,SNPP,SNPP,n,2,303.6,2.2,D,0
-17.28215,35.80241,331.98,0.44,0.46,2026-02-24,1143,SNPP,SNPP,l,2,302.09,5.84,D,0
-17.27956,35.80239,335.59,0.44,0.46,2026-02-24,1143,SNPP,SNPP,n,2,299.86,4.24,D,0
-17.17584,36.14573,330.02,0.46,0.47,2026-02-24,1143,SNPP,SNPP,n,2,300.11,2.78,D,0
-17.1388,35.93195,333.57,0.45,0.47,2026-02-24,1143,SNPP,SNPP,n,2,300.52,2.44,D,0
-17.15647,35.6914,331.53,0.44,0.46,2026-02-24,1143,SNPP,SNPP,n,2,299.37,2.57,D,0
-17.15451,35.67822,341.5,0.44,0.46,2026-02-24,1143,SNPP,SNPP,n,2,301.61,5,D,0
-17.19415,35.3687,334.9,0.42,0.45,2026-02-24,1143,SNPP,SNPP,n,2,302.72,2.88,D,0
-17.02355,35.84714,336.55,0.45,0.47,2026-02-24,1143,SNPP,SNPP,n,2,300.08,3.25,D,0
-17.01416,35.70667,332.16,0.44,0.46,2026-02-24,1143,SNPP,SNPP,n,2,300.87,3.18,D,0
-16.86205,36.13467,333.6,0.47,0.48,2026-02-24,1143,SNPP,SNPP,n,2,296.77,4.46,D,0
-16.88664,35.95394,339.42,0.46,0.47,2026-02-24,1143,SNPP,SNPP,n,2,301.32,4.48,D,0
-16.81642,36.13515,339.83,0.47,0.48,2026-02-24,1143,SNPP,SNPP,n,2,301.16,6.74,D,0
-16.75318,36.34625,341.42,0.49,0.48,2026-02-24,1143,SNPP,SNPP,n,2,299.22,4.74,D,0
-16.74963,36.32818,331.46,0.49,0.48,2026-02-24,1143,SNPP,SNPP,n,2,300.29,3.49,D,0
-17.03784,34.6889,330.44,0.57,0.43,2026-02-24,1143,SNPP,SNPP,n,2,301.77,3.6,D,0
-16.74627,36.24694,335.89,0.48,0.48,2026-02-24,1143,SNPP,SNPP,n,2,299.67,4.64,D,0
-16.73452,35.96948,340.83,0.46,0.47,2026-02-24,1143,SNPP,SNPP,n,2,302.03,3.45,D,0
-16.79673,35.49775,332.97,0.43,0.46,2026-02-24,1143,SNPP,SNPP,n,2,302.91,3.24,D,0
-16.79776,35.49788,333.15,0.43,0.46,2026-02-24,1143,SNPP,SNPP,n,2,302.85,3.12,D,0
-16.65879,36.01336,341.84,0.47,0.47,2026-02-24,1143,SNPP,SNPP,n,2,301.27,5.24,D,0
-16.68921,35.70564,338.17,0.44,0.46,2026-02-24,1143,SNPP,SNPP,n,2,303.11,3.72,D,0
-16.46369,36.57498,332.89,0.51,0.49,2026-02-24,1143,SNPP,SNPP,n,2,295.34,2.21,D,0
-16.62187,35.72261,338.88,0.45,0.47,2026-02-24,1143,SNPP,SNPP,n,2,301.63,3.84,D,0
-16.65829,35.40388,331.05,0.43,0.46,2026-02-24,1143,SNPP,SNPP,n,2,302.25,2.2,D,0
-16.59912,35.65344,333.39,0.44,0.46,2026-02-24,1143,SNPP,SNPP,n,2,301.44,2.66,D,0
-16.58326,35.66722,341.05,0.44,0.46,2026-02-24,1143,SNPP,SNPP,n,2,303.33,5.41,D,0
-16.41915,36.46263,332.9,0.5,0.49,2026-02-24,1143,SNPP,SNPP,n,2,299.6,5.29,D,0
-16.58241,35.53007,345.75,0.44,0.46,2026-02-24,1143,SNPP,SNPP,n,2,302.29,5.98,D,0
-16.75504,34.45056,331.23,0.56,0.43,2026-02-24,1143,SNPP,SNPP,l,2,304.46,3.12,D,0
-16.45118,36.11162,334.76,0.48,0.48,2026-02-24,1143,SNPP,SNPP,n,2,301.49,1.93,D,0
-16.56529,35.48841,345.41,0.43,0.46,2026-02-24,1143,SNPP,SNPP,n,2,304.31,5.27,D,0
-16.75706,34.36958,331.14,0.56,0.43,2026-02-24,1143,SNPP,SNPP,l,2,302.04,4.99,D,0
-16.52782,35.57329,337.38,0.44,0.46,2026-02-24,1143,SNPP,SNPP,n,2,302.61,3.62,D,0
-16.11811,33.75807,316.71,0.46,0.39,2026-02-24,2252,SNPP,SNPP,n,2,299.33,2.7,N,2
-16.11886,33.76244,310.51,0.46,0.39,2026-02-24,2252,SNPP,SNPP,n,2,298.72,1.97,N,2
-16.12249,33.76175,311.57,0.46,0.39,2026-02-24,2252,SNPP,SNPP,n,2,299.11,1.97,N,2
-16.1339,33.71917,311.33,0.47,0.39,2026-02-24,2252,SNPP,SNPP,n,2,299.09,3.55,N,2
-16.19241,33.83973,311.04,0.46,0.39,2026-02-24,2252,SNPP,SNPP,n,2,297,1.8,N,0
-16.19601,33.83902,315.46,0.46,0.39,2026-02-24,2252,SNPP,SNPP,n,2,297.94,1.33,N,0
-16.19677,33.84333,309.05,0.46,0.39,2026-02-24,2252,SNPP,SNPP,n,2,296.85,1.33,N,0
-16.19962,33.83834,314.28,0.46,0.39,2026-02-24,2252,SNPP,SNPP,n,2,297.64,1.33,N,0
-16.20037,33.84264,306.54,0.46,0.39,2026-02-24,2252,SNPP,SNPP,n,2,296.01,1.33,N,0
-19.02655,35.71491,320.19,0.39,0.36,2026-02-24,2253,SNPP,SNPP,n,2,293.83,1.34,N,0
-19.05655,33.25184,309.1,0.45,0.39,2026-02-24,2253,SNPP,SNPP,n,2,291.78,0.5,N,0
-21.74717,35.05958,305.7,0.39,0.36,2026-02-24,2254,SNPP,SNPP,n,2,295.14,0.77,N,2
-22.82381,33.10788,310.94,0.42,0.38,2026-02-24,2254,SNPP,SNPP,n,2,289.72,1.34,N,0
-25.31779,32.84495,308.3,0.41,0.37,2026-02-24,2255,SNPP,SNPP,n,2,291.64,1.23,N,0
-26.79841,32.71211,339.5,0.49,0.4,2026-02-25,1122,SNPP,SNPP,n,2,300.93,4.51,D,0
-26.72023,32.85055,334.27,0.48,0.4,2026-02-25,1122,SNPP,SNPP,n,2,301.77,5.16,D,0
-26.50854,32.48714,330.59,0.5,0.41,2026-02-25,1122,SNPP,SNPP,l,2,303.08,5.13,D,0
-25.65514,32.76165,340.54,0.47,0.4,2026-02-25,1122,SNPP,SNPP,n,2,279.84,4.01,D,0
-25.65674,32.68871,330.09,0.48,0.4,2026-02-25,1122,SNPP,SNPP,n,2,288.18,2.72,D,0
-25.65458,32.6913,332.82,0.48,0.4,2026-02-25,1122,SNPP,SNPP,n,2,288.4,2.38,D,0
-25.58382,32.80188,332.45,0.47,0.4,2026-02-25,1122,SNPP,SNPP,n,2,285.32,2.91,D,0
-25.57905,32.17544,337.09,0.5,0.41,2026-02-25,1122,SNPP,SNPP,n,2,290.23,6.37,D,0
-25.19768,33.23877,344.75,0.45,0.39,2026-02-25,1122,SNPP,SNPP,n,2,295.85,2.67,D,0
-25.19409,33.23819,335.5,0.45,0.39,2026-02-25,1122,SNPP,SNPP,n,2,297.6,2.68,D,0
-25.1905,33.23762,334.98,0.45,0.39,2026-02-25,1122,SNPP,SNPP,n,2,298.14,2.68,D,0
-25.18332,33.23647,341.11,0.45,0.39,2026-02-25,1122,SNPP,SNPP,n,2,298.47,6.11,D,0
-24.6072,34.77986,337.37,0.4,0.37,2026-02-25,1122,SNPP,SNPP,n,2,302.23,2.22,D,0
-24.60381,34.77928,334.13,0.4,0.37,2026-02-25,1122,SNPP,SNPP,n,2,300.8,2.22,D,0
-24.45476,34.75011,331.06,0.4,0.37,2026-02-25,1122,SNPP,SNPP,n,2,300.05,2.9,D,0
-24.27455,35.17908,332.49,0.39,0.36,2026-02-25,1122,SNPP,SNPP,l,2,303.98,1.29,D,0
-24.21162,35.15237,330.29,0.39,0.36,2026-02-25,1122,SNPP,SNPP,l,2,303.78,0.79,D,0
-22.23721,35.0112,330.81,0.39,0.36,2026-02-25,1123,SNPP,SNPP,l,2,303.71,3.77,D,0
-22.15499,34.97758,331.8,0.39,0.36,2026-02-25,1123,SNPP,SNPP,l,2,304.6,1.8,D,0
-21.85622,34.04548,336.54,0.4,0.37,2026-02-25,1123,SNPP,SNPP,n,2,306.23,3.69,D,0
-20.68485,34.29011,347.93,0.39,0.36,2026-02-25,1123,SNPP,SNPP,n,2,309.44,5.7,D,0
-17.43068,35.69721,330.92,0.4,0.37,2026-02-25,1124,SNPP,SNPP,l,2,303.37,3.62,D,0
-19.71914,34.15624,338.8,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,306.17,4.84,D,0
-19.58746,34.96201,346.88,0.38,0.36,2026-02-25,1124,SNPP,SNPP,n,2,305.93,2.82,D,0
-19.83072,33.27411,344.74,0.41,0.37,2026-02-25,1124,SNPP,SNPP,n,2,299.59,7.79,D,0
-19.44975,34.93082,333.37,0.38,0.36,2026-02-25,1124,SNPP,SNPP,l,2,303.44,0.92,D,0
-19.61891,33.51131,332.22,0.4,0.37,2026-02-25,1124,SNPP,SNPP,n,2,301.29,2.2,D,0
-19.25696,35.54545,331.84,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,302.19,2.67,D,0
-19.25362,35.54487,331.67,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,302.76,2.67,D,0
-19.45987,34.14718,334.17,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,304.93,2.18,D,0
-19.44076,34.09081,330.9,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,305.81,1.97,D,0
-19.2918,34.98989,338.71,0.38,0.36,2026-02-25,1124,SNPP,SNPP,l,2,309.83,3.27,D,0
-19.4383,34.01425,334.84,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,304.14,2.52,D,0
-19.22646,35.11004,340.72,0.38,0.36,2026-02-25,1124,SNPP,SNPP,n,2,307.06,3.14,D,0
-19.36847,33.5106,333.64,0.4,0.37,2026-02-25,1124,SNPP,SNPP,n,2,304.16,1.23,D,0
-19.22124,34.48115,338.39,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,305.58,3.34,D,0
-19.04754,35.39125,333.16,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,305.02,3.13,D,0
-19.04811,35.38757,332.72,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,305.44,3.42,D,0
-19.17287,34.4392,336.03,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,302.23,1.37,D,0
-18.90172,35.89082,333.78,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,301.89,1.6,D,0
-19.12109,34.47243,343.18,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,307.14,22.72,D,0
-19.22524,33.75024,337.84,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,303.29,5,D,0
-19.11543,34.35106,336.6,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,309.89,3.95,D,0
-19.04198,34.02877,335.32,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,302.05,5.16,D,0
-19.03863,34.02822,336.86,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,301.87,5.16,D,0
-19.00601,34.13252,330.7,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,305.08,1.85,D,0
-18.76898,35.61168,349.34,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,302.75,3.19,D,0
-18.76957,35.60799,334.04,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,302.05,3.19,D,0
-18.76564,35.6111,341.01,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,307.63,5.95,D,0
-18.76622,35.6074,342.01,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,305.17,5.95,D,0
-18.76288,35.60682,340.55,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,302.57,5.95,D,0
-18.75715,35.60936,337.31,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,303.37,3.14,D,0
-18.75773,35.60567,335.32,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,304.05,3.14,D,0
-19.0224,33.80123,331.32,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,304.64,2.43,D,0
-19.01734,33.78897,331.18,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,304.93,2.19,D,0
-18.77033,35.30545,331.29,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,303.7,3.45,D,0
-18.98278,33.83665,336.81,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,304.73,2.99,D,0
-18.64447,35.55144,333.95,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,303.23,5.09,D,0
-18.6593,35.237,344.03,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,301.39,3.38,D,0
-18.81997,33.97677,330.52,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,303.18,2.32,D,0
-18.46957,36.03773,335.59,0.4,0.37,2026-02-25,1124,SNPP,SNPP,n,2,304.66,3.12,D,0
-18.31275,36.68364,337.98,0.41,0.37,2026-02-25,1124,SNPP,SNPP,n,2,303.28,2.67,D,0
-18.49348,35.55977,330.87,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,303.95,2.04,D,0
-18.85457,32.75624,333.3,0.41,0.37,2026-02-25,1124,SNPP,SNPP,n,2,304.91,5.03,D,0
-18.55498,34.68728,333.55,0.38,0.36,2026-02-25,1124,SNPP,SNPP,l,2,306.72,3.04,D,0
-18.55165,34.68672,343.8,0.38,0.36,2026-02-25,1124,SNPP,SNPP,n,2,306.95,6.64,D,0
-18.53279,34.69851,337.74,0.38,0.36,2026-02-25,1124,SNPP,SNPP,n,2,306.68,3.1,D,0
-18.51118,34.59396,338.22,0.38,0.36,2026-02-25,1124,SNPP,SNPP,n,2,307.36,3.52,D,0
-18.50452,34.57041,333.66,0.38,0.36,2026-02-25,1124,SNPP,SNPP,l,2,306.13,1.83,D,0
-18.32629,35.62911,336.78,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,304.66,2.65,D,0
-18.32467,35.62852,334.52,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,304.51,2.15,D,0
-18.46546,34.69804,339.11,0.38,0.36,2026-02-25,1124,SNPP,SNPP,l,2,310.14,2.71,D,0
-18.56809,33.92781,338.94,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,309.97,15.84,D,0
-18.25423,35.76883,333.16,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,304.92,1.71,D,0
-18.42833,34.56105,334.37,0.38,0.36,2026-02-25,1124,SNPP,SNPP,l,2,305.74,3.33,D,0
-18.64025,32.91027,331.44,0.41,0.37,2026-02-25,1124,SNPP,SNPP,l,2,297.87,7.73,D,0
-18.38673,34.58772,339.53,0.38,0.36,2026-02-25,1124,SNPP,SNPP,n,2,308.15,4.08,D,0
-18.4377,34.16961,335.79,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,303.51,5.69,D,0
-18.36146,34.58303,332.85,0.38,0.36,2026-02-25,1124,SNPP,SNPP,l,2,307.08,1.72,D,0
-18.44461,33.9639,331.65,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,303.86,1.44,D,0
-18.13174,35.88133,333.93,0.4,0.37,2026-02-25,1124,SNPP,SNPP,l,2,305.17,2.46,D,0
-17.79803,35.36244,333.29,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,308.12,4.03,D,0
-17.72109,35.67528,334.36,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,303.72,1.88,D,0
-17.73278,35.53641,332.94,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,307.38,1.68,D,0
-17.66037,35.8602,334.98,0.4,0.37,2026-02-25,1124,SNPP,SNPP,n,2,303.29,2.28,D,0
-17.64718,35.63166,338.63,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,304.46,3.52,D,0
-17.78103,34.57407,333.04,0.38,0.36,2026-02-25,1124,SNPP,SNPP,n,2,306.98,1.89,D,0
-17.4535,36.1899,333.95,0.41,0.37,2026-02-25,1124,SNPP,SNPP,n,2,303.02,2.17,D,0
-17.47239,36.02884,338.09,0.4,0.37,2026-02-25,1124,SNPP,SNPP,n,2,303.93,3.44,D,0
-17.53736,35.55574,333.93,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,303.64,4.51,D,0
-17.49638,35.70498,336.45,0.39,0.37,2026-02-25,1124,SNPP,SNPP,n,2,305.26,3.94,D,0
-17.51822,35.56767,335.03,0.39,0.36,2026-02-25,1124,SNPP,SNPP,n,2,302.67,1.41,D,0
-17.49302,35.7044,331.82,0.39,0.37,2026-02-25,1124,SNPP,SNPP,l,2,306.34,3.61,D,0
-17.47421,35.60565,330.51,0.39,0.36,2026-02-25,1124,SNPP,SNPP,l,2,302.23,2.02,D,0
